Crop,Stage,N (kg/ha),P (kg/ha),K (kg/ha),pH,Organic_Carbon,Temp (°C),Rainfall (mm),Soil_Type,Fertilizer_Recommendation,Urea,DAP,MOP,SSP,Compost
Maize,Sowing,28,34,33,6.3,1.0,23,84,Loamy,53kg SSP + 44kg Urea + 23kg MOP/acre,44,0,23,53,0
Wheat,Tillering,33,39,39,6.9,0.72,37,12,Loamy,27kg Urea + 45kg MOP/acre,27,0,45,0,0
Rice,Sowing,10,47,48,7.6,1.03,38,28,Sandy Loam,37kg DAP + 23kg Urea + 35kg MOP/acre,23,37,35,0,0
Mustard,Sowing,11,32,16,7.9,0.34,23,33,Loamy,24kg Urea/acre,24,0,0,0,0
Cotton,Sowing,42,23,14,6.3,0.48,24,1,Loamy,49kg Urea + 20kg DAP/acre,49,20,0,0,0
Rice,Vegetative,60,16,15,7.2,0.46,26,29,Clay Loam,42kg DAP/acre,0,42,0,0,0
Mustard,Sowing,54,12,23,7.0,0.56,25,48,Sandy Loam,53kg Urea + 38kg SSP/acre,53,0,0,38,0
Mustard,Sowing,44,15,9,6.4,1.16,24,69,Alluvial,54kg Urea/acre,54,0,0,0,0
Cotton,Flowering,79,22,14,6.4,0.3,19,120,Loamy,34kg MOP/acre,0,0,34,0,0
Rice,Vegetative,38,26,38,7.9,0.65,38,46,Alluvial,22kg Urea + 56kg DAP/acre,22,56,0,0,0
Mustard,Flowering,77,50,41,6.1,1.17,35,60,Loamy,46kg SSP + 42kg Urea/acre,42,0,0,46,0
Mustard,Vegetative,72,29,39,7.6,1.49,28,118,Sandy Loam,25kg Urea + 59kg SSP/acre,25,0,0,59,0
Mustard,Vegetative,36,6,48,7.3,0.33,20,69,Black Soil,30kg Urea/acre,30,0,0,0,0
Cotton,Boll Formation,51,25,24,7.5,1.44,33,91,Black Soil,52kg Urea + 31kg DAP/acre,52,31,0,0,0
Rice,Sowing,31,40,34,7.3,0.92,20,111,Clay Loam,20kg MOP + 24kg Urea/acre,24,0,20,0,0
Mustard,Sowing,23,43,9,6.2,1.16,22,57,Alluvial,39kg SSP/acre,0,0,0,39,0
Maize,Grain Fill,25,28,21,7.9,0.58,18,101,Loamy,23kg Urea + 23kg SSP/acre,23,0,0,23,0
Maize,Grain Fill,71,21,16,6.5,0.91,19,15,Clay Loam,32kg MOP + 37kg SSP + 53kg Urea/acre,53,0,32,37,0
Wheat,Grain Fill,14,32,7,5.6,0.63,24,83,Black Soil,32kg Urea/acre,32,0,0,0,0
Rice,Grain Fill,77,14,41,7.0,0.4,22,70,Sandy Loam,46kg Urea/acre,46,0,0,0,0
Mustard,Vegetative,74,12,39,6.0,1.08,37,115,Sandy Loam,24kg SSP + 20kg Urea/acre,20,0,0,24,0
Wheat,Tillering,12,39,44,7.0,0.39,28,65,Black Soil,25kg Urea + 47kg DAP + 30kg MOP/acre,25,47,30,0,0
Mustard,Vegetative,79,47,6,6.5,0.61,32,110,Loamy,35kg Urea + 44kg SSP/acre,35,0,0,44,0
Wheat,Sowing,29,13,10,7.4,1.4,32,57,Sandy Loam,41kg MOP + 53kg DAP/acre,0,53,41,0,0
Mustard,Sowing,34,28,18,6.8,1.37,24,72,Loamy,21kg SSP + 35kg Urea/acre,35,0,0,21,0
Wheat,Sowing,35,15,23,5.8,1.19,32,41,Black Soil,55kg DAP + 55kg MOP + 32kg Urea/acre,32,55,55,0,0
Wheat,Flowering,75,11,5,6.3,0.37,32,17,Alluvial,30kg MOP + 54kg Urea + 28kg DAP/acre,54,28,30,0,0
Cotton,Sowing,72,16,37,7.7,0.67,23,52,Sandy Loam,27kg DAP + 34kg MOP + 49kg Urea/acre,49,27,34,0,0
Mustard,Flowering,29,15,37,7.5,0.55,38,114,Alluvial,37kg SSP + 30kg Urea/acre,30,0,0,37,0
Rice,Sowing,15,46,18,7.2,0.69,31,64,Alluvial,30kg MOP/acre,0,0,30,0,0
Rice,Grain Fill,67,13,47,5.9,0.45,22,41,Sandy Loam,23kg Urea + 59kg MOP/acre,23,0,59,0,0
Cotton,Boll Formation,23,36,46,7.0,1.33,22,16,Alluvial,46kg Urea + 31kg DAP + 26kg MOP/acre,46,31,26,0,0
Cotton,Flowering,67,20,50,6.1,0.44,24,3,Black Soil,59kg DAP + 41kg Urea + 37kg MOP/acre,41,59,37,0,0
Cotton,Vegetative,24,34,12,5.8,0.89,36,87,Clay Loam,55kg DAP + 46kg MOP/acre,0,55,46,0,0
Cotton,Boll Formation,56,9,24,6.9,0.48,24,2,Black Soil,37kg MOP/acre,0,0,37,0,0
Maize,Grain Fill,10,42,33,6.2,1.25,20,34,Clay Loam,39kg MOP + 42kg SSP/acre,0,0,39,42,0
Rice,Vegetative,14,5,10,6.8,0.74,18,87,Black Soil,42kg DAP + 54kg Urea + 52kg MOP/acre,54,42,52,0,0
Wheat,Flowering,41,33,6,5.8,1.3,31,89,Black Soil,44kg DAP/acre,0,44,0,0,0
Wheat,Tillering,79,27,31,6.4,0.4,18,27,Sandy Loam,22kg DAP + 52kg Urea/acre,52,22,0,0,0
Mustard,Sowing,18,46,14,6.7,1.31,37,64,Clay Loam,27kg Urea + 28kg SSP/acre,27,0,0,28,0
Rice,Vegetative,17,32,20,6.7,1.02,25,64,Alluvial,45kg Urea + 37kg MOP/acre,45,0,37,0,0
Rice,Grain Fill,48,5,49,7.5,0.75,20,9,Black Soil,60kg Urea + 21kg MOP/acre,60,0,21,0,0
Rice,Sowing,36,45,50,7.8,0.46,33,111,Alluvial,51kg MOP + 34kg DAP + 22kg Urea/acre,22,34,51,0,0
Mustard,Flowering,52,31,47,6.3,0.72,18,112,Clay Loam,56kg SSP/acre,0,0,0,56,0
Maize,Flowering,60,15,35,7.9,0.8,25,26,Alluvial,59kg MOP + 52kg SSP + 48kg Urea/acre,48,0,59,52,0
Cotton,Sowing,41,38,10,6.5,0.61,33,90,Alluvial,33kg Urea + 46kg MOP/acre,33,0,46,0,0
Rice,Sowing,34,37,29,6.8,1.04,30,15,Black Soil,29kg MOP + 59kg DAP/acre,0,59,29,0,0
Wheat,Grain Fill,43,36,31,7.1,0.73,18,10,Alluvial,23kg MOP + 55kg DAP/acre,0,55,23,0,0
Wheat,Tillering,33,27,19,6.5,0.42,29,94,Clay Loam,40kg Urea + 35kg MOP + 44kg DAP/acre,40,44,35,0,0
Rice,Vegetative,75,47,18,7.6,1.23,29,41,Alluvial,60kg DAP + 49kg Urea/acre,49,60,0,0,0
Cotton,Sowing,40,41,49,5.9,0.63,22,5,Alluvial,57kg DAP + 36kg Urea/acre,36,57,0,0,0
Rice,Sowing,22,49,32,7.9,1.27,28,63,Clay Loam,58kg Urea/acre,58,0,0,0,0
Mustard,Vegetative,48,21,16,7.5,1.2,27,116,Loamy,26kg Urea + 24kg SSP/acre,26,0,0,24,0
Rice,Grain Fill,68,14,43,7.3,0.86,24,104,Black Soil,36kg Urea/acre,36,0,0,0,0
Rice,Sowing,45,30,40,6.1,0.92,28,26,Clay Loam,51kg DAP/acre,0,51,0,0,0
Maize,Grain Fill,69,14,47,6.0,0.49,23,41,Sandy Loam,27kg Urea + 37kg MOP + 23kg SSP/acre,27,0,37,23,0
Wheat,Sowing,45,15,45,6.6,0.64,27,92,Clay Loam,57kg MOP + 57kg Urea + 33kg DAP/acre,57,33,57,0,0
Mustard,Flowering,22,21,36,5.6,0.44,35,41,Black Soil,30kg Urea + 59kg SSP/acre,30,0,0,59,0
Maize,Grain Fill,37,18,27,5.9,0.45,32,6,Loamy,45kg MOP + 29kg Urea + 20kg SSP/acre,29,0,45,20,0
Rice,Grain Fill,34,33,40,6.3,1.08,20,120,Alluvial,28kg DAP + 58kg MOP + 42kg Urea/acre,42,28,58,0,0
Wheat,Tillering,10,14,5,7.7,0.54,20,18,Clay Loam,34kg Urea/acre,34,0,0,0,0
Wheat,Grain Fill,68,6,29,6.7,1.01,37,96,Sandy Loam,43kg Urea/acre,43,0,0,0,0
Maize,Flowering,60,12,23,5.9,0.84,31,114,Sandy Loam,55kg SSP + 54kg Urea/acre,54,0,0,55,0
Rice,Vegetative,37,45,7,6.7,1.31,29,47,Loamy,48kg DAP/acre,0,48,0,0,0
Rice,Grain Fill,44,7,34,5.6,1.42,31,99,Loamy,53kg Urea/acre,53,0,0,0,0
Cotton,Boll Formation,15,19,6,6.4,1.16,36,46,Sandy Loam,21kg MOP + 26kg DAP + 59kg Urea/acre,59,26,21,0,0
Maize,Sowing,58,47,10,7.8,0.68,34,72,Loamy,60kg Urea + 51kg SSP/acre,60,0,0,51,0
Cotton,Boll Formation,65,45,19,7.7,0.3,20,71,Alluvial,31kg Urea + 31kg DAP/acre,31,31,0,0,0
Rice,Vegetative,34,7,33,6.6,1.42,19,75,Sandy Loam,40kg Urea + 48kg DAP/acre,40,48,0,0,0
Maize,Sowing,34,25,8,7.4,1.04,18,26,Alluvial,46kg Urea + 30kg SSP + 54kg MOP/acre,46,0,54,30,0
Wheat,Tillering,21,7,24,7.9,0.97,24,88,Black Soil,25kg MOP/acre,0,0,25,0,0
Cotton,Flowering,53,34,23,5.6,0.41,32,33,Black Soil,44kg MOP + 44kg DAP + 23kg Urea/acre,23,44,44,0,0
Wheat,Flowering,27,23,21,7.4,0.46,31,71,Black Soil,49kg Urea + 27kg MOP/acre,49,0,27,0,0
Mustard,Flowering,28,29,6,6.9,1.2,35,45,Alluvial,21kg Urea + 29kg SSP/acre,21,0,0,29,0
Wheat,Grain Fill,36,41,37,6.4,1.47,22,45,Black Soil,37kg DAP + 57kg Urea + 48kg MOP/acre,57,37,48,0,0
Cotton,Vegetative,41,42,27,7.6,1.07,33,17,Alluvial,23kg DAP/acre,0,23,0,0,0
Rice,Flowering,68,7,44,6.1,0.88,34,85,Black Soil,28kg DAP/acre,0,28,0,0,0
Maize,Flowering,68,6,7,7.1,0.77,20,59,Clay Loam,38kg SSP + 39kg Urea/acre,39,0,0,38,0
Mustard,Flowering,21,6,46,7.2,1.08,32,20,Clay Loam,33kg Urea/acre,33,0,0,0,0
Wheat,Grain Fill,69,14,32,6.1,0.95,22,96,Sandy Loam,46kg Urea/acre,46,0,0,0,0
Mustard,Vegetative,58,28,38,7.3,0.6,20,58,Black Soil,49kg Urea + 39kg SSP/acre,49,0,0,39,0
Cotton,Sowing,70,23,16,7.3,0.44,37,58,Clay Loam,27kg MOP/acre,0,0,27,0,0
Rice,Sowing,19,17,35,7.7,0.41,38,88,Clay Loam,47kg Urea + 35kg MOP/acre,47,0,35,0,0
Rice,Vegetative,24,27,20,5.5,1.48,33,39,Alluvial,50kg DAP/acre,0,50,0,0,0
Mustard,Vegetative,66,45,44,6.6,1.44,35,21,Black Soil,41kg Urea + 56kg SSP/acre,41,0,0,56,0
Rice,Grain Fill,13,45,47,6.2,0.66,32,17,Black Soil,21kg MOP + 55kg Urea/acre,55,0,21,0,0
Rice,Flowering,64,14,6,7.6,0.34,18,10,Clay Loam,39kg Urea + 52kg DAP + 54kg MOP/acre,39,52,54,0,0
Wheat,Sowing,26,50,39,7.1,1.08,38,63,Clay Loam,38kg MOP + 42kg DAP + 51kg Urea/acre,51,42,38,0,0
Maize,Vegetative,37,37,47,5.8,0.52,34,48,Clay Loam,20kg Urea + 25kg SSP/acre,20,0,0,25,0
Mustard,Vegetative,75,7,31,7.4,0.64,19,61,Loamy,43kg Urea + 46kg SSP/acre,43,0,0,46,0
Cotton,Sowing,79,14,46,7.5,0.98,26,24,Clay Loam,55kg DAP + 54kg Urea/acre,54,55,0,0,0
Wheat,Flowering,71,43,35,6.0,1.06,37,61,Loamy,57kg DAP + 21kg MOP + 44kg Urea/acre,44,57,21,0,0
Rice,Flowering,52,5,47,6.8,0.52,38,67,Sandy Loam,52kg MOP + 23kg Urea/acre,23,0,52,0,0
Maize,Sowing,43,27,34,7.1,1.16,38,104,Sandy Loam,59kg MOP/acre,0,0,59,0,0
Mustard,Flowering,79,39,29,6.6,1.33,35,23,Sandy Loam,23kg SSP + 36kg Urea/acre,36,0,0,23,0
Rice,Vegetative,25,31,15,6.3,0.67,24,107,Alluvial,47kg DAP + 24kg MOP + 27kg Urea/acre,27,47,24,0,0
Cotton,Flowering,40,33,49,5.6,0.93,26,70,Clay Loam,38kg Urea/acre,38,0,0,0,0
Mustard,Sowing,66,34,13,7.2,1.04,33,27,Loamy,45kg SSP/acre,0,0,0,45,0
Wheat,Sowing,42,50,44,7.3,1.25,20,25,Clay Loam,47kg DAP/acre,0,47,0,0,0
Wheat,Flowering,11,16,8,6.1,1.47,27,48,Sandy Loam,39kg Urea + 30kg DAP + 53kg MOP/acre,39,30,53,0,0
Wheat,Grain Fill,67,13,49,7.1,0.76,21,57,Black Soil,52kg Urea + 43kg MOP/acre,52,0,43,0,0
Rice,Grain Fill,74,23,25,6.5,1.4,35,105,Clay Loam,20kg DAP/acre,0,20,0,0,0
Wheat,Tillering,47,13,33,8.0,0.94,19,76,Alluvial,20kg MOP/acre,0,0,20,0,0
Maize,Sowing,12,44,13,6.0,1.36,21,95,Clay Loam,30kg SSP/acre,0,0,0,30,0
Wheat,Flowering,21,19,14,5.6,1.45,35,101,Clay Loam,42kg MOP + 45kg DAP/acre,0,45,42,0,0
Maize,Grain Fill,45,43,48,6.0,0.79,25,80,Loamy,53kg SSP + 37kg MOP/acre,0,0,37,53,0
Maize,Grain Fill,80,45,31,5.6,0.32,23,59,Clay Loam,57kg Urea/acre,57,0,0,0,0
Cotton,Vegetative,33,20,31,6.9,1.28,32,106,Alluvial,51kg MOP + 29kg DAP/acre,0,29,51,0,0
Rice,Flowering,35,16,50,6.3,0.51,34,66,Loamy,42kg DAP/acre,0,42,0,0,0
Mustard,Sowing,75,26,12,7.7,1.23,28,109,Black Soil,40kg Urea + 39kg SSP/acre,40,0,0,39,0
Mustard,Flowering,79,47,11,5.5,0.6,19,52,Alluvial,43kg SSP + 30kg Urea/acre,30,0,0,43,0
Wheat,Tillering,59,50,37,5.6,0.56,25,52,Clay Loam,49kg Urea + 46kg DAP + 44kg MOP/acre,49,46,44,0,0
Cotton,Flowering,62,30,20,7.6,1.42,22,100,Black Soil,35kg Urea + 55kg DAP + 60kg MOP/acre,35,55,60,0,0
Rice,Flowering,42,43,24,5.7,1.44,26,77,Clay Loam,34kg Urea + 57kg MOP/acre,34,0,57,0,0
Cotton,Vegetative,36,40,30,5.9,1.41,23,90,Black Soil,26kg MOP + 53kg Urea + 25kg DAP/acre,53,25,26,0,0
Wheat,Sowing,70,38,14,6.2,0.82,29,42,Alluvial,44kg DAP/acre,0,44,0,0,0
Maize,Grain Fill,62,39,18,6.8,0.41,25,42,Black Soil,46kg MOP + 54kg SSP/acre,0,0,46,54,0
Maize,Flowering,37,23,13,7.0,1.46,24,27,Alluvial,24kg MOP + 41kg Urea/acre,41,0,24,0,0
Rice,Grain Fill,25,39,11,7.2,1.13,28,102,Alluvial,26kg Urea + 43kg DAP + 58kg MOP/acre,26,43,58,0,0
Maize,Grain Fill,25,36,26,6.2,0.94,22,31,Alluvial,33kg SSP + 52kg MOP/acre,0,0,52,33,0
Maize,Sowing,76,49,35,5.9,0.94,34,72,Alluvial,36kg MOP + 54kg SSP/acre,0,0,36,54,0
Maize,Flowering,76,7,8,6.5,1.29,20,108,Alluvial,30kg SSP/acre,0,0,0,30,0
Cotton,Boll Formation,25,42,13,6.5,0.89,24,34,Sandy Loam,48kg Urea + 44kg MOP/acre,48,0,44,0,0
Maize,Sowing,34,22,45,6.5,1.0,22,94,Clay Loam,36kg Urea + 50kg MOP/acre,36,0,50,0,0
Wheat,Flowering,18,29,13,6.0,0.85,28,28,Clay Loam,46kg Urea + 57kg MOP + 56kg DAP/acre,46,56,57,0,0
Cotton,Vegetative,14,39,11,6.2,0.69,27,50,Alluvial,42kg DAP + 26kg MOP/acre,0,42,26,0,0
Maize,Sowing,20,14,12,6.1,1.4,18,17,Sandy Loam,46kg Urea + 54kg SSP + 39kg MOP/acre,46,0,39,54,0
Maize,Flowering,76,17,16,6.5,1.43,34,97,Sandy Loam,53kg MOP/acre,0,0,53,0,0
Cotton,Vegetative,32,37,9,7.4,1.27,20,65,Clay Loam,36kg MOP + 20kg DAP + 28kg Urea/acre,28,20,36,0,0
Maize,Grain Fill,16,12,32,7.2,0.69,28,20,Loamy,22kg SSP + 58kg MOP + 52kg Urea/acre,52,0,58,22,0
Wheat,Sowing,32,17,9,6.0,0.69,32,48,Clay Loam,54kg MOP + 43kg Urea + 56kg DAP/acre,43,56,54,0,0
Cotton,Vegetative,72,19,36,7.5,0.49,33,96,Alluvial,34kg DAP + 28kg Urea + 30kg MOP/acre,28,34,30,0,0
Rice,Flowering,13,5,38,6.5,0.4,36,49,Clay Loam,33kg MOP/acre,0,0,33,0,0
Cotton,Boll Formation,39,43,37,5.8,0.86,37,106,Loamy,23kg DAP + 48kg Urea/acre,48,23,0,0,0
Maize,Vegetative,17,8,32,5.8,1.24,36,72,Clay Loam,25kg Urea + 43kg SSP + 28kg MOP/acre,25,0,28,43,0
Maize,Grain Fill,41,7,17,6.8,1.36,25,62,Loamy,46kg Urea + 35kg MOP + 22kg SSP/acre,46,0,35,22,0
Cotton,Vegetative,47,45,26,5.9,1.34,35,40,Sandy Loam,31kg MOP/acre,0,0,31,0,0
Wheat,Sowing,65,44,20,6.3,1.14,28,120,Alluvial,44kg Urea + 48kg MOP + 41kg DAP/acre,44,41,48,0,0
Cotton,Sowing,11,6,31,8.0,0.52,32,41,Clay Loam,49kg MOP + 40kg DAP + 53kg Urea/acre,53,40,49,0,0
Cotton,Sowing,49,37,12,7.7,0.81,19,19,Sandy Loam,38kg MOP/acre,0,0,38,0,0
Mustard,Sowing,77,19,29,7.8,1.35,38,60,Sandy Loam,55kg Urea + 43kg SSP/acre,55,0,0,43,0
Rice,Sowing,26,32,9,7.6,1.3,30,18,Black Soil,31kg MOP + 39kg DAP + 54kg Urea/acre,54,39,31,0,0
Maize,Flowering,15,50,50,7.2,1.25,24,35,Clay Loam,55kg MOP/acre,0,0,55,0,0
Maize,Flowering,57,39,29,7.8,1.49,20,24,Loamy,34kg Urea + 53kg MOP/acre,34,0,53,0,0
Rice,Flowering,21,5,21,6.2,0.76,20,66,Black Soil,37kg DAP + 26kg Urea/acre,26,37,0,0,0
Wheat,Grain Fill,34,27,45,7.6,1.27,32,37,Black Soil,48kg Urea + 43kg MOP + 27kg DAP/acre,48,27,43,0,0
Rice,Grain Fill,55,6,43,5.5,1.05,24,83,Clay Loam,56kg DAP + 35kg Urea/acre,35,56,0,0,0
Wheat,Grain Fill,47,24,17,5.9,1.44,18,17,Sandy Loam,48kg Urea + 40kg DAP + 28kg MOP/acre,48,40,28,0,0
Maize,Flowering,51,12,36,6.1,1.4,35,80,Clay Loam,41kg MOP + 25kg Urea + 38kg SSP/acre,25,0,41,38,0
Maize,Sowing,42,10,5,7.7,0.93,27,39,Sandy Loam,46kg MOP + 26kg SSP + 23kg Urea/acre,23,0,46,26,0
Mustard,Vegetative,14,8,16,7.3,1.37,37,66,Sandy Loam,27kg Urea/acre,27,0,0,0,0
Maize,Sowing,49,14,29,7.4,1.03,35,114,Black Soil,39kg Urea/acre,39,0,0,0,0
Mustard,Vegetative,76,30,37,6.0,1.44,30,45,Alluvial,45kg SSP + 35kg Urea/acre,35,0,0,45,0
Maize,Sowing,44,5,34,6.8,1.03,24,102,Sandy Loam,21kg MOP/acre,0,0,21,0,0
Cotton,Flowering,11,30,25,5.5,1.27,35,71,Black Soil,38kg MOP + 34kg DAP + 40kg Urea/acre,40,34,38,0,0
Maize,Grain Fill,43,22,13,7.4,0.52,24,86,Clay Loam,34kg SSP + 34kg MOP + 31kg Urea/acre,31,0,34,34,0
Wheat,Grain Fill,59,47,39,6.2,1.31,31,108,Sandy Loam,46kg DAP/acre,0,46,0,0,0
Mustard,Sowing,33,49,44,6.2,1.38,35,101,Alluvial,30kg Urea + 55kg SSP/acre,30,0,0,55,0
Wheat,Tillering,42,19,26,7.8,1.5,25,91,Sandy Loam,37kg Urea + 47kg MOP/acre,37,0,47,0,0
Mustard,Sowing,64,9,12,5.7,0.77,32,23,Clay Loam,52kg Urea + 27kg SSP/acre,52,0,0,27,0
Maize,Flowering,30,7,24,6.8,0.53,36,92,Sandy Loam,33kg Urea/acre,33,0,0,0,0
Mustard,Sowing,68,9,25,7.6,1.29,37,83,Black Soil,42kg Urea + 21kg SSP/acre,42,0,0,21,0
Maize,Vegetative,79,33,24,7.5,1.35,24,37,Clay Loam,21kg SSP + 28kg Urea/acre,28,0,0,21,0
Cotton,Sowing,23,33,48,7.1,0.35,27,118,Sandy Loam,45kg DAP/acre,0,45,0,0,0
Rice,Sowing,51,10,5,7.4,1.34,23,44,Alluvial,36kg Urea + 21kg DAP/acre,36,21,0,0,0
Cotton,Vegetative,58,40,37,7.1,0.31,29,105,Alluvial,38kg Urea + 29kg MOP/acre,38,0,29,0,0
Rice,Flowering,63,21,35,6.4,0.61,33,25,Loamy,43kg MOP + 34kg Urea + 28kg DAP/acre,34,28,43,0,0
Mustard,Sowing,72,19,31,5.8,1.47,20,62,Loamy,34kg SSP + 49kg Urea/acre,49,0,0,34,0
Rice,Sowing,49,10,19,7.7,0.51,34,61,Alluvial,23kg DAP/acre,0,23,0,0,0
Cotton,Sowing,54,43,39,7.6,0.43,20,63,Alluvial,58kg MOP + 43kg Urea/acre,43,0,58,0,0
Cotton,Sowing,16,15,14,5.8,1.11,33,7,Clay Loam,29kg MOP + 45kg DAP + 33kg Urea/acre,33,45,29,0,0
Wheat,Grain Fill,64,23,48,7.6,0.45,32,72,Black Soil,33kg MOP/acre,0,0,33,0,0
Wheat,Flowering,32,23,25,7.7,1.26,21,76,Sandy Loam,21kg MOP + 49kg Urea/acre,49,0,21,0,0
Mustard,Vegetative,62,31,46,7.6,1.48,26,78,Alluvial,28kg Urea/acre,28,0,0,0,0
Wheat,Grain Fill,63,24,49,6.3,1.05,27,25,Clay Loam,26kg DAP + 26kg MOP + 46kg Urea/acre,46,26,26,0,0
Mustard,Sowing,49,9,14,7.2,1.23,28,38,Clay Loam,22kg Urea/acre,22,0,0,0,0
Cotton,Vegetative,48,11,41,5.7,0.51,32,112,Loamy,52kg MOP + 47kg Urea/acre,47,0,52,0,0
Mustard,Flowering,22,48,26,6.2,1.34,35,35,Loamy,53kg Urea/acre,53,0,0,0,0
Cotton,Vegetative,37,26,35,7.8,1.24,32,8,Loamy,47kg DAP + 51kg Urea/acre,51,47,0,0,0
Wheat,Tillering,76,46,30,6.6,0.79,37,85,Black Soil,41kg DAP/acre,0,41,0,0,0
Mustard,Flowering,28,30,10,6.4,1.0,26,31,Black Soil,43kg Urea/acre,43,0,0,0,0
Mustard,Flowering,24,27,31,7.0,1.03,23,35,Black Soil,56kg SSP/acre,0,0,0,56,0
Maize,Vegetative,74,39,10,7.8,0.83,23,67,Black Soil,40kg Urea + 47kg MOP + 26kg SSP/acre,40,0,47,26,0
Wheat,Flowering,15,8,15,6.3,1.33,25,34,Loamy,38kg Urea + 40kg MOP + 30kg DAP/acre,38,30,40,0,0
Mustard,Sowing,29,17,8,6.7,1.37,29,65,Clay Loam,31kg SSP/acre,0,0,0,31,0
Mustard,Vegetative,35,33,30,5.6,1.1,19,24,Sandy Loam,59kg Urea/acre,59,0,0,0,0
Maize,Vegetative,67,27,49,7.4,0.95,33,112,Clay Loam,43kg MOP + 38kg SSP/acre,0,0,43,38,0
Wheat,Tillering,27,47,19,5.9,0.65,33,68,Clay Loam,22kg Urea + 30kg MOP + 34kg DAP/acre,22,34,30,0,0
Rice,Vegetative,50,43,42,7.6,1.42,34,115,Clay Loam,22kg Urea + 23kg MOP + 36kg DAP/acre,22,36,23,0,0
Maize,Vegetative,23,37,33,7.0,0.79,35,17,Loamy,52kg Urea + 23kg MOP/acre,52,0,23,0,0
Wheat,Flowering,10,18,20,7.0,0.71,35,31,Sandy Loam,32kg MOP + 31kg Urea + 35kg DAP/acre,31,35,32,0,0
Mustard,Flowering,61,26,36,6.9,0.41,26,99,Alluvial,36kg SSP/acre,0,0,0,36,0
Wheat,Grain Fill,23,22,36,6.2,0.37,20,3,Sandy Loam,30kg DAP/acre,0,30,0,0,0
Rice,Vegetative,71,30,33,7.1,0.75,35,76,Black Soil,20kg MOP + 40kg DAP/acre,0,40,20,0,0
Cotton,Sowing,17,6,25,6.1,1.28,19,47,Black Soil,56kg DAP/acre,0,56,0,0,0
Mustard,Sowing,72,35,13,7.6,1.45,22,10,Loamy,46kg Urea/acre,46,0,0,0,0
Cotton,Sowing,72,7,41,7.6,0.82,29,77,Black Soil,39kg DAP + 37kg Urea/acre,37,39,0,0,0
Maize,Sowing,34,22,21,6.8,0.38,30,63,Black Soil,53kg Urea + 45kg SSP + 54kg MOP/acre,53,0,54,45,0
Mustard,Vegetative,11,48,43,6.5,0.5,32,5,Loamy,20kg Urea/acre,20,0,0,0,0
Rice,Sowing,33,5,10,6.8,1.06,35,78,Alluvial,36kg Urea/acre,36,0,0,0,0
Cotton,Flowering,27,5,30,7.2,0.93,29,3,Sandy Loam,50kg Urea + 25kg MOP + 40kg DAP/acre,50,40,25,0,0
Mustard,Sowing,64,22,41,7.8,0.94,26,19,Sandy Loam,24kg SSP + 38kg Urea/acre,38,0,0,24,0
Rice,Sowing,48,36,23,6.2,1.34,33,83,Alluvial,54kg Urea/acre,54,0,0,0,0
Mustard,Sowing,68,14,6,5.9,1.32,18,43,Loamy,56kg SSP + 59kg Urea/acre,59,0,0,56,0
Wheat,Flowering,35,27,37,6.4,0.5,22,98,Sandy Loam,46kg DAP + 21kg MOP/acre,0,46,21,0,0
Wheat,Sowing,12,22,28,6.2,0.44,28,14,Black Soil,50kg DAP/acre,0,50,0,0,0
Rice,Sowing,58,41,46,7.6,0.38,25,2,Loamy,48kg MOP/acre,0,0,48,0,0
Rice,Vegetative,41,35,21,7.7,0.44,24,119,Alluvial,26kg MOP + 58kg Urea/acre,58,0,26,0,0
Rice,Flowering,47,25,13,6.0,1.21,32,43,Sandy Loam,45kg DAP + 26kg MOP/acre,0,45,26,0,0
Wheat,Sowing,33,12,50,7.4,0.88,18,111,Sandy Loam,48kg Urea/acre,48,0,0,0,0
Wheat,Tillering,72,19,10,7.3,1.14,38,63,Black Soil,50kg Urea + 38kg MOP/acre,50,0,38,0,0
Maize,Vegetative,26,49,37,7.1,1.25,37,69,Sandy Loam,35kg MOP/acre,0,0,35,0,0
Mustard,Sowing,48,9,7,6.0,0.86,30,116,Loamy,53kg SSP + 41kg Urea/acre,41,0,0,53,0
Rice,Grain Fill,17,46,5,5.5,1.49,23,104,Sandy Loam,51kg DAP + 48kg MOP + 51kg Urea/acre,51,51,48,0,0
Mustard,Flowering,25,15,21,6.1,1.48,31,47,Alluvial,33kg SSP + 32kg Urea/acre,32,0,0,33,0
Mustard,Sowing,73,9,10,6.8,0.94,19,22,Clay Loam,51kg Urea + 23kg SSP/acre,51,0,0,23,0
Rice,Flowering,16,26,26,5.6,1.25,30,91,Loamy,41kg MOP/acre,0,0,41,0,0
Rice,Vegetative,59,23,23,7.8,0.82,35,9,Alluvial,40kg Urea + 21kg MOP/acre,40,0,21,0,0
Mustard,Flowering,70,50,23,7.6,0.32,32,74,Sandy Loam,39kg SSP + 48kg Urea/acre,48,0,0,39,0
Wheat,Flowering,46,24,40,7.2,0.3,25,81,Sandy Loam,24kg Urea + 54kg DAP + 45kg MOP/acre,24,54,45,0,0
Cotton,Flowering,73,35,46,7.2,1.02,31,11,Alluvial,30kg MOP + 60kg Urea/acre,60,0,30,0,0
Mustard,Flowering,24,38,7,5.9,0.57,21,98,Black Soil,28kg Urea/acre,28,0,0,0,0
Wheat,Flowering,69,29,39,5.9,1.09,30,60,Black Soil,26kg MOP + 56kg DAP + 34kg Urea/acre,34,56,26,0,0
